
================================================================================
Training session started at: 2025-06-11T14:16:08.008139
Configuration: epochs=30, batch_size=64, lr=0.0001
Preprocessed data: /data2/xxw_data/projects/LLM/coconut/data/gsm_train_embeddings_optimized_debug.pkl
================================================================================
Step	Epoch	Loss		Learning_Rate	Timestamp
--------------------------------------------------------------------------------

================================================================================
Training session started at: 2025-06-11T14:16:08.211804
Configuration: epochs=30, batch_size=64, lr=0.0001
Preprocessed data: /data2/xxw_data/projects/LLM/coconut/data/gsm_train_embeddings_optimized_debug.pkl
================================================================================
Step	Epoch	Loss		Learning_Rate	Timestamp
--------------------------------------------------------------------------------
219	28	59.9519		0.000100		16:15:43
219	28	60.8421		0.000100		16:15:43
220	28	65.0586		0.000100		16:16:09
220	28	57.8658		0.000100		16:16:09
221	28	68.6828		0.000100		16:16:39
221	28	63.5723		0.000100		16:16:39
222	28	68.8799		0.000100		16:17:02
222	28	65.1739		0.000100		16:17:02
223	28	65.3256		0.000100		16:17:29
223	28	64.6881		0.000100		16:17:29
224	28	65.1543		0.000100		16:17:52
224	28	57.6919		0.000100		16:17:52
225	29	58.3096		0.000100		16:19:12
225	29	60.6777		0.000100		16:19:12
226	29	68.8256		0.000100		16:19:38
226	29	64.7294		0.000100		16:19:38
227	29	73.5278		0.000100		16:20:08
227	29	63.6765		0.000100		16:20:08
228	29	59.8210		0.000100		16:20:34
228	29	63.0216		0.000100		16:20:34
229	29	67.6090		0.000100		16:20:57
229	29	64.9094		0.000100		16:20:57
230	29	62.6132		0.000100		16:21:20
230	29	68.9408		0.000100		16:21:20
231	29	61.1842		0.000100		16:21:43
231	29	101.0570		0.000100		16:21:43
232	29	57.8410		0.000100		16:22:09
232	29	67.9144		0.000100		16:22:09
233	30	67.0840		0.000100		16:23:26
233	30	68.5146		0.000100		16:23:26
234	30	65.0450		0.000100		16:23:50
234	30	66.4792		0.000100		16:23:50
235	30	64.5183		0.000100		16:24:20
235	30	65.1884		0.000100		16:24:20
236	30	56.8132		0.000100		16:24:46
236	30	63.0241		0.000100		16:24:46
237	30	63.3053		0.000100		16:25:13
237	30	62.0176		0.000100		16:25:13
238	30	54.7492		0.000100		16:25:39
238	30	63.1171		0.000100		16:25:39
239	30	62.7904		0.000100		16:26:08
239	30	70.8511		0.000100		16:26:08
240	30	62.9793		0.000100		16:26:35
240	30	102.1447		0.000100		16:26:35
